"날짜","종가","오픈","고가","저가","변동 %"
"2016년 07월 27일","1,131.63","1,137.39","1,137.95","1,131.49","-0.54%"
"2016년 07월 26일","1,137.80","1,142.49","1,144.49","1,135.04","-0.41%"
"2016년 07월 25일","1,142.44","1,136.80","1,144.18","1,135.25","0.54%"
"2016년 07월 22일","1,136.35","1,138.37","1,140.76","1,133.57","-0.15%"
"2016년 07월 21일","1,138.01","1,142.50","1,143.50","1,134.99","-0.46%"
"2016년 07월 20일","1,143.25","1,141.01","1,144.12","1,138.24","0.17%"
"2016년 07월 19일","1,141.29","1,134.89","1,143.21","1,134.39","0.53%"
"2016년 07월 18일","1,135.24","1,137.65","1,139.92","1,134.47","-0.30%"
"2016년 07월 15일","1,138.60","1,131.39","1,139.04","1,129.69","0.53%"
"2016년 07월 14일","1,132.55","1,146.22","1,148.81","1,130.55","-1.16%"
"2016년 07월 13일","1,145.87","1,143.29","1,148.82","1,141.69","0.19%"
"2016년 07월 12일","1,143.64","1,151.34","1,153.95","1,142.05","-0.64%"
"2016년 07월 11일","1,150.98","1,149.75","1,152.30","1,145.41","0.10%"
"2016년 07월 08일","1,149.80","1,158.25","1,163.30","1,147.59","-0.73%"
"2016년 07월 07일","1,158.25","1,159.45","1,162.40","1,152.49","-0.10%"
"2016년 07월 06일","1,159.45","1,159.05","1,169.90","1,156.29","0.03%"
"2016년 07월 05일","1,159.05","1,151.79","1,159.75","1,149.97","0.60%"
"2016년 07월 04일","1,152.14","1,152.11","1,153.95","1,145.42","0.19%"
"2016년 07월 01일","1,150.00","1,151.99","1,154.40","1,143.89","-0.20%"
"2016년 06월 30일","1,152.35","1,154.67","1,158.18","1,147.33","-0.17%"
"2016년 06월 29일","1,154.32","1,167.07","1,171.50","1,152.89","-1.09%"
"2016년 06월 28일","1,167.07","1,180.19","1,186.20","1,166.26","-1.14%"
"2016년 06월 27일","1,180.55","1,172.62","1,189.65","1,172.60","0.73%"
"2016년 06월 24일","1,171.95","1,141.75","1,181.10","1,140.67","2.65%"
"2016년 06월 23일","1,141.75","1,149.28","1,153.70","1,141.09","-0.66%"
"2016년 06월 22일","1,149.28","1,153.19","1,158.40","1,146.09","-0.37%"
"2016년 06월 21일","1,153.55","1,159.94","1,163.76","1,151.25","-0.55%"
"2016년 06월 20일","1,159.89","1,170.56","1,170.72","1,155.85","-0.90%"
"2016년 06월 17일","1,170.46","1,172.65","1,177.90","1,167.20","-0.19%"
"2016년 06월 16일","1,172.65","1,168.79","1,179.37","1,167.52","0.30%"
"2016년 06월 15일","1,169.14","1,176.70","1,181.15","1,166.25","-0.61%"
"2016년 06월 14일","1,176.35","1,172.44","1,182.20","1,170.61","0.33%"
"2016년 06월 13일","1,172.44","1,171.10","1,175.97","1,168.22","0.08%"
"2016년 06월 10일","1,171.53","1,158.99","1,172.95","1,157.59","1.05%"
"2016년 06월 09일","1,159.35","1,154.61","1,162.81","1,151.83","0.44%"
"2016년 06월 08일","1,154.25","1,155.99","1,159.65","1,150.89","-0.18%"
"2016년 06월 07일","1,156.30","1,162.99","1,167.01","1,153.49","-0.58%"
"2016년 06월 06일","1,162.99","1,165.20","1,168.86","1,161.20","-0.05%"
"2016년 06월 03일","1,163.55","1,187.16","1,190.56","1,163.35","-1.96%"
"2016년 06월 02일","1,186.81","1,192.37","1,194.96","1,185.38","-0.47%"
"2016년 06월 01일","1,192.37","1,189.39","1,196.40","1,188.25","0.22%"
"2016년 05월 31일","1,189.74","1,190.26","1,194.55","1,188.20","-0.31%"
"2016년 05월 30일","1,193.39","1,187.35","1,193.81","1,186.65","0.60%"
"2016년 05월 27일","1,186.25","1,179.69","1,187.50","1,177.39","0.53%"
"2016년 05월 26일","1,180.05","1,181.85","1,186.06","1,174.25","-0.15%"
"2016년 05월 25일","1,181.85","1,188.25","1,191.65","1,180.05","-0.54%"
"2016년 05월 24일","1,188.24","1,183.24","1,195.22","1,182.55","0.42%"
"2016년 05월 23일","1,183.24","1,191.30","1,191.32","1,182.15","-0.25%"
"2016년 05월 20일","1,186.20","1,187.48","1,192.85","1,185.47","-0.11%"
"2016년 05월 19일","1,187.48","1,189.19","1,193.30","1,186.89","-0.17%"
"2016년 05월 18일","1,189.55","1,177.60","1,193.54","1,175.14","1.05%"
"2016년 05월 17일","1,177.24","1,178.20","1,179.18","1,171.39","-0.08%"
"2016년 05월 16일","1,178.20","1,176.65","1,181.30","1,175.29","0.12%"
"2016년 05월 13일","1,176.80","1,170.49","1,181.03","1,166.11","0.55%"
"2016년 05월 12일","1,170.35","1,165.35","1,171.46","1,161.88","0.41%"
"2016년 05월 11일","1,165.55","1,170.94","1,173.56","1,162.55","-0.46%"
"2016년 05월 10일","1,170.94","1,175.64","1,176.95","1,170.05","-0.40%"
"2016년 05월 09일","1,175.60","1,170.01","1,179.46","1,163.31","0.54%"
"2016년 05월 06일","1,169.30","1,167.59","1,176.14","1,165.99","0.12%"
"2016년 05월 05일","1,167.89","1,167.10","1,172.00","1,163.46","0.07%"
"2016년 05월 04일","1,167.10","1,151.80","1,168.11","1,150.11","1.32%"
"2016년 05월 03일","1,151.89","1,137.19","1,152.63","1,133.77","1.30%"
"2016년 05월 02일","1,137.10","1,145.40","1,146.90","1,136.70","-0.68%"
"2016년 04월 29일","1,144.83","1,137.29","1,149.07","1,133.90","0.64%"
"2016년 04월 28일","1,137.60","1,149.32","1,150.51","1,136.20","-0.99%"
"2016년 04월 27일","1,149.01","1,147.90","1,154.93","1,142.59","0.10%"
"2016년 04월 26일","1,147.90","1,151.21","1,152.80","1,146.09","-0.29%"
"2016년 04월 25일","1,151.21","1,149.40","1,152.90","1,145.74","0.11%"
"2016년 04월 22일","1,149.99","1,141.39","1,151.30","1,138.20","0.75%"
"2016년 04월 21일","1,141.39","1,133.70","1,142.82","1,131.80","0.67%"
"2016년 04월 20일","1,133.74","1,129.05","1,137.76","1,127.44","0.42%"
"2016년 04월 19일","1,128.99","1,144.76","1,146.70","1,124.80","-1.34%"
"2016년 04월 18일","1,144.28","1,146.89","1,153.80","1,141.79","-0.24%"
"2016년 04월 15일","1,146.99","1,153.70","1,156.40","1,144.59","-0.59%"
"2016년 04월 14일","1,153.74","1,146.24","1,159.95","1,145.43","0.65%"
"2016년 04월 13일","1,146.24","1,144.24","1,150.42","1,141.94","0.21%"
"2016년 04월 12일","1,143.89","1,142.29","1,148.95","1,141.29","0.11%"
"2016년 04월 11일","1,142.64","1,151.56","1,155.45","1,141.44","-0.78%"
"2016년 04월 08일","1,151.64","1,160.85","1,164.06","1,147.44","-0.79%"
"2016년 04월 07일","1,160.80","1,156.14","1,162.01","1,150.86","0.43%"
"2016년 04월 06일","1,155.84","1,160.89","1,163.69","1,153.09","-0.43%"
"2016년 04월 05일","1,160.81","1,152.16","1,162.88","1,150.29","0.75%"
"2016년 04월 04일","1,152.16","1,147.90","1,153.30","1,145.57","0.37%"
"2016년 04월 01일","1,147.89","1,145.28","1,155.89","1,142.39","0.26%"
"2016년 03월 31일","1,144.97","1,143.92","1,147.50","1,134.69","0.10%"
"2016년 03월 30일","1,143.85","1,155.29","1,158.88","1,139.79","-1.03%"
"2016년 03월 29일","1,155.74","1,166.05","1,168.09","1,155.26","-0.88%"
"2016년 03월 28일","1,165.99","1,169.90","1,174.20","1,164.59","-0.26%"
"2016년 03월 25일","1,169.05","1,168.55","1,174.56","1,165.41","0.04%"
"2016년 03월 24일","1,168.55","1,168.85","1,171.26","1,164.40","-0.03%"
"2016년 03월 23일","1,168.85","1,157.62","1,169.51","1,155.83","1.00%"
"2016년 03월 22일","1,157.27","1,160.99","1,165.90","1,152.84","-0.35%"
"2016년 03월 21일","1,161.30","1,164.49","1,170.30","1,157.70","-0.26%"
"2016년 03월 18일","1,164.30","1,154.59","1,164.70","1,153.79","0.81%"
"2016년 03월 17일","1,154.94","1,178.94","1,180.26","1,152.14","-2.04%"
"2016년 03월 16일","1,178.94","1,194.94","1,197.14","1,176.95","-1.34%"
"2016년 03월 15일","1,194.94","1,189.05","1,197.84","1,186.26","0.50%"
"2016년 03월 14일","1,189.05","1,188.12","1,192.56","1,183.92","0.10%"
"2016년 03월 11일","1,187.90","1,205.09","1,211.10","1,184.39","-1.46%"
"2016년 03월 10일","1,205.44","1,209.85","1,214.86","1,198.61","-0.36%"
"2016년 03월 09일","1,209.85","1,210.25","1,218.36","1,207.05","-0.03%"
"2016년 03월 08일","1,210.24","1,199.84","1,210.90","1,199.74","0.86%"
"2016년 03월 07일","1,199.89","1,198.90","1,208.50","1,197.29","0.12%"
"2016년 03월 04일","1,198.50","1,211.57","1,214.00","1,194.69","-1.12%"
"2016년 03월 03일","1,212.07","1,224.69","1,227.70","1,208.89","-1.06%"
"2016년 03월 02일","1,225.10","1,229.39","1,237.20","1,224.69","-0.35%"
"2016년 03월 01일","1,229.35","1,238.60","1,239.44","1,226.85","-0.72%"
"2016년 02월 29일","1,238.24","1,243.50","1,246.10","1,234.89","-0.39%"
"2016년 02월 26일","1,243.13","1,234.89","1,245.99","1,230.79","0.64%"
"2016년 02월 25일","1,235.20","1,233.01","1,243.95","1,232.11","0.20%"
"2016년 02월 24일","1,232.71","1,232.04","1,241.74","1,230.89","0.05%"
"2016년 02월 23일","1,232.04","1,224.09","1,233.72","1,222.29","0.62%"
"2016년 02월 22일","1,224.44","1,234.40","1,238.76","1,222.44","-0.76%"
"2016년 02월 19일","1,233.87","1,228.59","1,240.50","1,228.29","0.40%"
"2016년 02월 18일","1,228.94","1,224.25","1,235.11","1,222.43","0.38%"
"2016년 02월 17일","1,224.24","1,219.26","1,232.16","1,217.74","0.44%"
"2016년 02월 16일","1,218.91","1,214.39","1,222.66","1,211.29","0.34%"
"2016년 02월 15일","1,214.74","1,208.20","1,214.74","1,206.95","0.64%"
"2016년 02월 12일","1,207.00","1,200.65","1,212.50","1,198.79","0.53%"
"2016년 02월 11일","1,200.65","1,188.69","1,206.80","1,188.39","0.98%"
"2016년 02월 10일","1,189.05","1,198.75","1,202.09","1,187.85","-0.81%"
"2016년 02월 09일","1,198.70","1,203.99","1,209.40","1,197.39","-0.44%"
"2016년 02월 08일","1,204.05","1,206.62","1,211.70","1,203.70","-0.19%"
"2016년 02월 05일","1,206.35","1,191.94","1,207.38","1,189.44","1.21%"
"2016년 02월 04일","1,191.94","1,201.14","1,206.95","1,182.06","-0.77%"
"2016년 02월 03일","1,201.14","1,212.84","1,222.36","1,199.63","-0.94%"
"2016년 02월 02일","1,212.48","1,202.79","1,214.57","1,197.78","0.81%"
"2016년 02월 01일","1,202.79","1,208.11","1,211.70","1,199.70","-0.44%"
"2016년 01월 29일","1,208.11","1,207.73","1,213.60","1,198.08","0.03%"
"2016년 01월 28일","1,207.74","1,208.82","1,212.10","1,201.49","-0.09%"
"2016년 01월 27일","1,208.79","1,198.32","1,209.57","1,197.75","0.88%"
"2016년 01월 26일","1,198.20","1,199.70","1,206.62","1,197.35","-0.13%"
"2016년 01월 25일","1,199.70","1,197.70","1,202.57","1,192.07","0.18%"
"2016년 01월 22일","1,197.57","1,204.20","1,207.20","1,195.84","-0.51%"
"2016년 01월 21일","1,203.76","1,208.43","1,214.30","1,202.20","-0.45%"
"2016년 01월 20일","1,209.25","1,207.39","1,219.15","1,207.11","0.15%"
"2016년 01월 19일","1,207.49","1,211.72","1,214.20","1,202.06","-0.34%"
"2016년 01월 18일","1,211.57","1,214.81","1,217.20","1,208.26","-0.27%"
"2016년 01월 15일","1,214.81","1,207.73","1,221.70","1,206.58","0.59%"
"2016년 01월 14일","1,207.74","1,210.24","1,219.07","1,207.50","-0.21%"
"2016년 01월 13일","1,210.24","1,210.40","1,215.20","1,201.30","-0.01%"
"2016년 01월 12일","1,210.33","1,204.63","1,213.50","1,203.97","0.46%"
"2016년 01월 11일","1,204.76","1,207.94","1,211.50","1,202.19","-0.26%"
"2016년 01월 08일","1,207.94","1,197.29","1,214.65","1,191.90","0.89%"
"2016년 01월 07일","1,197.29","1,200.52","1,204.70","1,193.16","-0.27%"
"2016년 01월 06일","1,200.52","1,190.81","1,203.80","1,187.59","0.82%"
"2016년 01월 05일","1,190.81","1,190.35","1,192.80","1,184.40","0.04%"
"2016년 01월 04일","1,190.35","1,175.66","1,193.23","1,175.65","1.27%"
"2016년 01월 01일","1,175.45","1,175.94","1,176.50","1,175.19","-0.04%"
"2015년 12월 31일","1,175.95","1,177.54","1,177.73","1,174.40","-0.13%"
"2015년 12월 30일","1,177.51","1,171.41","1,179.20","1,169.13","0.51%"
"2015년 12월 29일","1,171.56","1,169.05","1,172.31","1,166.90","0.23%"
"2015년 12월 28일","1,168.85","1,168.00","1,170.05","1,162.72","-0.18%"
"2015년 12월 25일","1,170.95","1,169.54","1,171.70","1,168.72","0.08%"
"2015년 12월 24일","1,170.03","1,174.01","1,176.40","1,166.90","-0.34%"
"2015년 12월 23일","1,174.02","1,171.72","1,179.54","1,170.50","0.20%"
"2015년 12월 22일","1,171.72","1,174.48","1,179.50","1,169.46","-0.23%"
"2015년 12월 21일","1,174.46","1,183.04","1,183.04","1,173.99","-0.67%"
"2015년 12월 18일","1,182.43","1,185.04","1,189.20","1,178.56","-0.22%"
"2015년 12월 17일","1,185.04","1,172.25","1,189.17","1,172.25","1.11%"
"2015년 12월 16일","1,172.02","1,174.61","1,181.90","1,171.37","-0.23%"
"2015년 12월 15일","1,174.69","1,184.32","1,186.00","1,173.95","-0.81%"
"2015년 12월 14일","1,184.32","1,187.44","1,190.65","1,183.39","-0.27%"
"2015년 12월 11일","1,187.58","1,179.05","1,192.11","1,177.50","0.72%"
"2015년 12월 10일","1,179.06","1,181.96","1,183.11","1,173.03","-0.25%"
"2015년 12월 09일","1,181.96","1,180.48","1,185.68","1,176.45","0.12%"
"2015년 12월 08일","1,180.49","1,176.36","1,185.11","1,173.28","0.35%"
"2015년 12월 07일","1,176.35","1,163.89","1,177.45","1,163.52","1.09%"
"2015년 12월 04일","1,163.64","1,154.02","1,168.36","1,153.78","0.83%"
"2015년 12월 03일","1,154.02","1,163.01","1,171.12","1,152.03","-0.77%"
"2015년 12월 02일","1,163.01","1,155.68","1,167.49","1,154.05","0.63%"
"2015년 12월 01일","1,155.69","1,160.59","1,162.60","1,155.33","-0.42%"
"2015년 11월 30일","1,160.61","1,156.77","1,161.90","1,155.48","0.33%"
"2015년 11월 27일","1,156.83","1,148.75","1,157.40","1,148.53","0.69%"
"2015년 11월 26일","1,148.88","1,144.21","1,151.44","1,141.96","0.41%"
"2015년 11월 25일","1,144.21","1,146.72","1,148.70","1,142.21","-0.22%"
"2015년 11월 24일","1,146.72","1,158.86","1,160.20","1,146.45","-1.05%"
"2015년 11월 23일","1,158.86","1,154.61","1,161.98","1,154.39","0.37%"
"2015년 11월 20일","1,154.62","1,155.86","1,160.62","1,150.80","-0.09%"
"2015년 11월 19일","1,155.66","1,166.39","1,168.30","1,155.50","-0.91%"
"2015년 11월 18일","1,166.30","1,169.52","1,175.75","1,166.18","-0.30%"
"2015년 11월 17일","1,169.77","1,169.63","1,173.25","1,167.43","0.01%"
"2015년 11월 16일","1,169.64","1,170.25","1,175.66","1,169.64","-0.06%"
"2015년 11월 13일","1,170.34","1,158.88","1,171.64","1,157.57","0.95%"
"2015년 11월 12일","1,159.28","1,155.28","1,163.04","1,151.42","0.35%"
"2015년 11월 11일","1,155.23","1,158.90","1,159.19","1,153.30","-0.32%"
"2015년 11월 10일","1,158.93","1,158.78","1,162.74","1,156.15","0.01%"
"2015년 11월 09일","1,158.79","1,153.60","1,162.70","1,152.10","0.52%"
"2015년 11월 06일","1,152.78","1,137.96","1,155.84","1,136.55","1.31%"
"2015년 11월 05일","1,137.91","1,135.21","1,143.14","1,134.89","0.23%"
"2015년 11월 04일","1,135.25","1,129.91","1,139.04","1,127.90","0.47%"
"2015년 11월 03일","1,129.91","1,138.38","1,138.88","1,128.85","-0.74%"
"2015년 11월 02일","1,138.38","1,140.66","1,144.20","1,136.65","-0.24%"
"2015년 10월 30일","1,141.16","1,142.17","1,142.85","1,136.10","-0.09%"
"2015년 10월 29일","1,142.19","1,146.18","1,148.39","1,140.60","-0.30%"
"2015년 10월 28일","1,145.60","1,135.75","1,149.40","1,128.18","0.83%"
"2015년 10월 27일","1,136.14","1,129.63","1,137.45","1,129.10","0.58%"
"2015년 10월 26일","1,129.63","1,136.75","1,139.20","1,128.43","-0.56%"
"2015년 10월 23일","1,136.01","1,130.35","1,137.96","1,123.15","0.50%"
"2015년 10월 22일","1,130.36","1,140.03","1,142.12","1,129.64","-0.85%"
"2015년 10월 21일","1,140.07","1,131.48","1,141.97","1,128.60","0.76%"
"2015년 10월 20일","1,131.49","1,132.06","1,135.90","1,126.85","-0.05%"
"2015년 10월 19일","1,132.06","1,131.72","1,133.60","1,119.58","0.05%"
"2015년 10월 16일","1,131.44","1,123.13","1,133.53","1,122.68","0.75%"
"2015년 10월 15일","1,123.04","1,137.01","1,140.00","1,121.24","-1.23%"
"2015년 10월 14일","1,137.01","1,150.29","1,155.60","1,135.54","-1.15%"
"2015년 10월 13일","1,150.29","1,144.16","1,152.85","1,143.77","0.54%"
"2015년 10월 12일","1,144.16","1,147.90","1,150.80","1,140.34","-0.34%"
"2015년 10월 09일","1,148.05","1,152.85","1,153.31","1,140.07","-0.43%"
"2015년 10월 08일","1,152.98","1,159.68","1,163.50","1,152.05","-0.50%"
"2015년 10월 07일","1,158.81","1,161.57","1,168.90","1,151.51","-0.24%"
"2015년 10월 06일","1,161.58","1,161.23","1,170.05","1,160.69","0.05%"
"2015년 10월 05일","1,161.01","1,172.85","1,175.60","1,159.20","-1.03%"
"2015년 10월 02일","1,173.10","1,178.89","1,185.70","1,172.58","-0.48%"
"2015년 10월 01일","1,178.71","1,185.28","1,185.90","1,174.97","-0.56%"
"2015년 09월 30일","1,185.29","1,195.40","1,197.45","1,180.70","-0.90%"
"2015년 09월 29일","1,196.02","1,195.69","1,199.67","1,193.96","-0.00%"
"2015년 09월 28일","1,196.04","1,193.45","1,197.05","1,192.50","0.25%"
"2015년 09월 25일","1,193.07","1,191.55","1,199.60","1,188.94","0.16%"
"2015년 09월 24일","1,191.14","1,195.02","1,200.90","1,188.99","-0.32%"
"2015년 09월 23일","1,194.94","1,185.56","1,196.05","1,183.52","0.79%"
"2015년 09월 22일","1,185.56","1,178.45","1,188.71","1,174.80","0.60%"
"2015년 09월 21일","1,178.45","1,173.58","1,181.29","1,170.90","0.46%"
"2015년 09월 18일","1,173.04","1,166.34","1,173.59","1,160.76","0.53%"
"2015년 09월 17일","1,166.89","1,170.12","1,173.50","1,158.43","-0.28%"
"2015년 09월 16일","1,170.22","1,179.10","1,182.40","1,170.04","-0.76%"
"2015년 09월 15일","1,179.13","1,182.83","1,187.70","1,177.79","-0.31%"
"2015년 09월 14일","1,182.83","1,182.40","1,184.80","1,177.61","0.01%"
"2015년 09월 11일","1,182.69","1,182.93","1,186.80","1,181.85","-0.02%"
"2015년 09월 10일","1,182.93","1,190.88","1,199.70","1,181.54","-0.72%"
"2015년 09월 09일","1,191.51","1,194.93","1,196.30","1,185.84","-0.29%"
"2015년 09월 08일","1,194.96","1,203.73","1,209.60","1,192.74","-0.70%"
"2015년 09월 07일","1,203.40","1,201.42","1,208.00","1,197.88","0.17%"
"2015년 09월 04일","1,201.33","1,190.57","1,201.76","1,187.25","0.86%"
"2015년 09월 03일","1,191.04","1,183.95","1,193.75","1,182.82","0.59%"
"2015년 09월 02일","1,184.08","1,180.48","1,185.60","1,175.73","0.34%"
"2015년 09월 01일","1,180.05","1,183.10","1,183.90","1,170.40","-0.23%"
"2015년 08월 31일","1,182.82","1,180.75","1,185.80","1,179.40","0.25%"
"2015년 08월 28일","1,179.87","1,174.33","1,185.05","1,172.35","0.49%"
"2015년 08월 27일","1,174.13","1,183.08","1,189.10","1,171.28","-0.77%"
"2015년 08월 26일","1,183.20","1,190.94","1,195.00","1,182.74","-0.65%"
"2015년 08월 25일","1,190.95","1,190.95","1,198.80","1,175.25","0.00%"
"2015년 08월 24일","1,190.94","1,195.51","1,208.37","1,186.87","-0.41%"
"2015년 08월 21일","1,195.85","1,184.94","1,196.41","1,184.34","0.92%"
"2015년 08월 20일","1,184.93","1,184.16","1,192.95","1,179.75","0.07%"
"2015년 08월 19일","1,184.16","1,185.75","1,189.00","1,181.83","-0.16%"
"2015년 08월 18일","1,186.07","1,183.32","1,187.85","1,181.14","0.23%"
"2015년 08월 17일","1,183.36","1,179.55","1,186.50","1,178.47","0.34%"
"2015년 08월 14일","1,179.33","1,178.82","1,183.85","1,176.33","0.07%"
"2015년 08월 13일","1,178.51","1,173.79","1,183.00","1,170.20","0.42%"
"2015년 08월 12일","1,173.58","1,179.11","1,196.40","1,171.89","-0.48%"
"2015년 08월 11일","1,179.23","1,159.21","1,184.05","1,156.49","1.73%"
"2015년 08월 10일","1,159.20","1,164.75","1,169.80","1,158.76","-0.47%"
"2015년 08월 07일","1,164.70","1,163.86","1,172.24","1,161.20","0.09%"
"2015년 08월 06일","1,163.68","1,173.74","1,174.45","1,162.84","-0.87%"
"2015년 08월 05일","1,173.91","1,169.13","1,177.07","1,167.96","0.39%"
"2015년 08월 04일","1,169.37","1,170.98","1,172.80","1,160.06","-0.14%"
"2015년 08월 03일","1,171.04","1,167.15","1,171.90","1,162.71","0.37%"
"2015년 07월 31일","1,166.67","1,172.98","1,174.55","1,157.29","-0.55%"
"2015년 07월 30일","1,173.17","1,162.03","1,175.50","1,161.70","0.96%"
